Series Code,Series Name,Short definition,Topic
DT.TDS.MLAT.OPS.CD,"OPS, multilateral (TDS, current US$)","Other public sector  multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments.  Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.MLTC.OPS.CD,"OPS, multilateral concessional (AMT, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.MLTC.OPS.CD,"OPS, multilateral concessional (DIS, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.MLTC.OPS.CD,"OPS, multilateral concessional (DOD, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.MLTC.OPS.CD,"OPS, multilateral concessional (INT, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.MLTC.OPS.CD,"OPS, multilateral concessional (NFL, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.MLTC.OPS.CD,"OPS, multilateral concessional (NTR, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.MLTC.OPS.CD,"OPS, multilateral concessional (TDS, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.OFFT.OPS.CD,"OPS, official creditors (AMT, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.OFFT.OPS.CD,"OPS, official creditors (DIS, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.OFFT.OPS.CD,"OPS, official creditors (DOD, current US$)","Other public sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.OFFT.OPS.CD,"OPS, official creditors (INT, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.OFFT.OPS.CD,"OPS, official creditors (NFL, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.OFFT.OPS.CD,"OPS, official creditors (NTR, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.OFFT.OPS.CD,"OPS, official creditors (TDS, current US$)","Other public sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PROP.OPS.CD,"OPS, other private creditors (AMT, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PROP.OPS.CD,"OPS, other private creditors (DIS, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.PROP.OPS.CD,"OPS, other private creditors (DOD, current US$)","Other public sector  other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PROP.OPS.CD,"OPS, other private creditors (INT, current US$)","Other public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PROP.OPS.CD,"OPS, other private creditors (NFL, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.PROP.OPS.CD,"OPS, other private creditors (NTR, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.PROP.OPS.CD,"OPS, other private creditors (TDS, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PRVT.OPS.CD,"OPS, private creditors (AMT, current US$)","Other public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PRVT.OPS.CD,"OPS, private creditors (DIS, current US$)","Other public sector other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.PRVT.OPS.CD,"OPS, private creditors (DOD, current US$)","Other public sector  debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PRVT.OPS.CD,"OPS, private creditors (INT, current US$)","Other public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PRVT.OPS.CD,"OPS, private creditors (NFL, current US$)","Other public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.PRVT.OPS.CD,"OPS, private creditors (NTR, current US$)","Other public sector debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.PRVT.OPS.CD,"OPS, private creditors (TDS, current US$)","Other public sector guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
BX.TRF.PWKR.CD.DT,"Personal transfers and compensation of employees, received (current US$)","Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual (BPM6): personal transfers and compensation of employees. Data are in current U.S. dollars.",Economic Policy & Debt: Balance of payments: Current account: Transfers
DT.AMT.PNGB.CD,"PNG, bonds (AMT, current US$)","Nonguaranteed long-term debt from bonds that are privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PNGB.CD,"PNG, bonds (DIS, current US$)",Nonguaranteed long-term debt from bonds that are privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PNGB.CD,"PNG, bonds (DOD, current US$)",Nonguaranteed long-term debt from bonds that are privately placed. Private nonguaranteed long-term debt outstanding and disbursed is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PNGB.CD,"PNG, bonds (INT, current US$)","Nonguaranteed long-term debt from bonds that are privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)",Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PNGB.CD,"PNG, bonds (NTR, current US$)",Nonguaranteed long-term debt from bonds that are privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PNGB.CD,"PNG, bonds (TDS, current US$)",Nonguaranteed long-term debt from bonds that are privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
DT.AMT.PNGC.CD,"PNG, commercial banks and other creditors (AMT, current US$)","Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PNGC.CD,"PNG, commercial banks and other creditors (DIS, current US$)",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PNGC.CD,"PNG, commercial banks and other creditors (DOD, current US$)",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Private nonguaranteed long-term debt outstanding and disbursed is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PNGC.CD,"PNG, commercial banks and other creditors (INT, current US$)","Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PNGC.CD,"PNG, commercial banks and other creditors (NTR, current US$)",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PNGC.CD,"PNG, commercial banks and other creditors (TDS, current US$)",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
SP.POP.TOTL,"Population, total",,Health: Population: Structure
BX.PEF.TOTL.CD.DT,"Portfolio investment, equity (DRS, current US$)","Portfolio equity includes net inflows from equity securities other than those recorded as direct investment and including shares, stocks, depository receipts (American or global), and direct purchases of shares in local stock markets by foreign investors. Data are in current U.S. dollars.",Economic Policy & Debt: Balance of payments: Capital & financial account
DT.AMT.BLAT.CD,"PPG, bilateral (AMT, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.BLAT.CD,"PPG, bilateral (DIS, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.BLAT.CD,"PPG, bilateral (DOD, current US$)","Public and publicly guaranteed bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.BLAT.CD,"PPG, bilateral (INT, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NTR.BLAT.CD,"PPG, bilateral (NTR, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.BLAT.CD,"PPG, bilateral (TDS, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.BLTC.CD,"PPG, bilateral concessional (AMT, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.BLTC.CD,"PPG, bilateral concessional (DIS, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Disbursements
DT.DOD.BLTC.CD,"PPG, bilateral concessional (DOD, current US$)","Public and publicly guaranteed bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt outstanding
DT.INT.BLTC.CD,"PPG, bilateral concessional (INT, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.BLTC.CD,"PPG, bilateral concessional (NFL, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net flows
DT.NTR.BLTC.CD,"PPG, bilateral concessional (NTR, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Net transfers
DT.TDS.BLTC.CD,"PPG, bilateral concessional (TDS, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Debt service
DT.AMT.PBND.CD,"PPG, bonds (AMT, current US$)","Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PBND.CD,"PPG, bonds (DIS, current US$)",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PBND.CD,"PPG, bonds (DOD, current US$)",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PBND.CD,"PPG, bonds (INT, current US$)","Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PBND.CD,"PPG, bonds (NTR, current US$)",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PBND.CD,"PPG, bonds (TDS, current US$)",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
DT.AMT.PCBK.CD,"PPG, commercial banks (AMT, current US$)","Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Amortization
DT.DIS.PCBK.CD,"PPG, commercial banks (DIS, current US$)",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Disbursements
DT.DOD.PCBK.CD,"PPG, commercial banks (DOD, current US$)",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt outstanding
DT.INT.PCBK.CD,"PPG, commercial banks (INT, current US$)","Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars.",Economic Policy & Debt: External debt: Interest
DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net flows
DT.NTR.PCBK.CD,"PPG, commercial banks (NTR, current US$)",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Net transfers
DT.TDS.PCBK.CD,"PPG, commercial banks (TDS, current US$)",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.,Economic Policy & Debt: External debt: Debt service
